PeakChr	PeakStart	PeakEnd	variant	CredibleSet	EnhancerID	CellType	PosteriorProb
chr10	91002654	91002854	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002504-91003004	THP_pmaLPS_ATAC_2h	NA
chr10	91002658	91003035	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002508-91003185	adrenal_gland_fetal-ENCODE	NA
chr10	91002658	91003035	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002508-91003185	adrenal_gland_fetal-ENCODE	NA
chr10	91002658	91002858	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002508-91003008	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr10	91002658	91002858	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002508-91003008	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr10	91002658	91002858	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002508-91003008	CD14-positive_monocytes-Roadmap	NA
chr10	91002658	91002858	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002508-91003008	CD14-positive_monocytes-Roadmap	NA
chr10	91002658	91003035	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002508-91003185	adrenal_gland_fetal-ENCODE	NA
chr10	91002658	91003035	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002508-91003185	adrenal_gland_fetal-ENCODE	NA
chr10	91002659	91003036	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002509-91003186	adrenal_gland_fetal-Roadmap	NA
chr10	91002659	91003036	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002509-91003186	adrenal_gland_fetal-Roadmap	NA
chr10	91002659	91003036	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002509-91003186	adrenal_gland_fetal-Roadmap	NA
chr10	91002659	91003036	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002509-91003186	adrenal_gland_fetal-Roadmap	NA
chr10	91002660	91002860	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002510-91003010	muscle_of_trunk_fetal-Roadmap	NA
chr10	91002660	91002860	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002510-91003010	muscle_of_trunk_fetal-Roadmap	NA
chr10	91002661	91003237	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002511-91003387	CD14-positive_monocyte-ENCODE	NA
chr10	91002661	91003237	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002511-91003387	CD14-positive_monocyte-ENCODE	NA
chr10	91002661	91003237	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002511-91003387	CD14-positive_monocyte-ENCODE	NA
chr10	91002661	91003237	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002511-91003387	CD14-positive_monocyte-ENCODE	NA
chr10	91002663	91003216	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002513-91003366	iPS_DF_19.11-ENCODE	NA
chr10	91002663	91003216	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002513-91003366	iPS_DF_19.11-ENCODE	NA
chr10	91002663	91002863	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002513-91003013	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	NA
chr10	91002663	91002863	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002513-91003013	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	NA
chr10	91002663	91003216	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002513-91003366	iPS_DF_19.11-ENCODE	NA
chr10	91002663	91003216	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002513-91003366	iPS_DF_19.11-ENCODE	NA
chr10	91002664	91002864	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002514-91003014	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	NA
chr10	91002664	91002864	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002514-91003014	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	NA
chr10	91002665	91002997	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002515-91003147	natural_killer_cell-Corces2016	NA
chr10	91002665	91002997	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002515-91003147	natural_killer_cell-Corces2016	NA
chr10	91002665	91002997	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002515-91003147	natural_killer_cell-Corces2016	NA
chr10	91002665	91002997	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002515-91003147	natural_killer_cell-Corces2016	NA
chr10	91002669	91003142	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002519-91003292	muscle_of_leg_fetal-Roadmap	NA
chr10	91002669	91003142	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002519-91003292	muscle_of_leg_fetal-Roadmap	NA
chr10	91002669	91003142	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002519-91003292	muscle_of_leg_fetal-Roadmap	NA
chr10	91002669	91003142	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002519-91003292	muscle_of_leg_fetal-Roadmap	NA
chr10	91002671	91002871	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002521-91003021	THP_pmaLPS_ATAC_96h	NA
chr10	91002671	91002871	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002521-91003021	THP_pmaLPS_ATAC_96h	NA
chr10	91002672	91003231	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002522-91003381	CD14-positive_monocyte-Roadmap	NA
chr10	91002672	91003231	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002522-91003381	CD14-positive_monocyte-Roadmap	NA
chr10	91002672	91003231	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002522-91003381	CD14-positive_monocyte-Roadmap	NA
chr10	91002672	91003231	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002522-91003381	CD14-positive_monocyte-Roadmap	NA
chr10	91002677	91002877	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002527-91003027	transverse_colon-ENCODE	NA
chr10	91002677	91002877	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002527-91003027	transverse_colon-ENCODE	NA
chr10	91002679	91002879	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002529-91003029	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	NA
chr10	91002679	91002879	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002529-91003029	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	NA
chr10	91002682	91002882	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002532-91003032	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	NA
chr10	91002682	91002882	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002532-91003032	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	NA
chr10	91002683	91002883	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002533-91003033	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	NA
chr10	91002683	91002883	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002533-91003033	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	NA
chr10	91002686	91002886	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002536-91003036	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	NA
chr10	91002686	91002886	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002536-91003036	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	NA
chr10	91002687	91002887	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002537-91003037	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	NA
chr10	91002687	91002887	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002537-91003037	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	NA
chr10	91002690	91002890	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002540-91003040	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	NA
chr10	91002690	91002890	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002540-91003040	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	NA
chr10	91002692	91002892	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002542-91003042	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	NA
chr10	91002692	91002892	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002542-91003042	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	NA
chr10	91002693	91002893	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002543-91003043	CD14-positive_monocyte-Novakovic2016	NA
chr10	91002693	91002893	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002543-91003043	CD14-positive_monocyte-Novakovic2016	NA
chr10	91002695	91002895	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002545-91003045	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr10	91002695	91002895	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002545-91003045	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr10	91002695	91002895	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002545-91003045	CD56-positive_natural_killer_cells-Roadmap	NA
chr10	91002695	91002895	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002545-91003045	CD56-positive_natural_killer_cells-Roadmap	NA
chr10	91002696	91002896	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002546-91003046	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	NA
chr10	91002696	91002896	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002546-91003046	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	NA
chr10	91002697	91002897	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002547-91003047	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	NA
chr10	91002697	91002897	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002547-91003047	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	NA
chr10	91002698	91002898	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002548-91003048	THP_pmaLPS_ATAC_72h	NA
chr10	91002698	91002898	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002548-91003048	THP_pmaLPS_ATAC_72h	NA
chr10	91002699	91002899	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002549-91003049	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016	NA
chr10	91002699	91002899	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002549-91003049	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016	NA
chr10	91002700	91002900	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002550-91003050	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	NA
chr10	91002700	91002900	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002550-91003050	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	NA
chr10	91002733	91002933	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002583-91003083	THP-1_macrophage-VanBortle2017	NA
chr10	91002733	91002933	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002583-91003083	THP-1_macrophage-VanBortle2017	NA
chr10	91002733	91002933	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002583-91003083	THP-1_macrophage-VanBortle2017	NA
chr10	91002733	91002933	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002583-91003083	THP-1_macrophage-VanBortle2017	NA
chr10	91002749	91002949	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002599-91003099	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr10	91002749	91002949	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002599-91003099	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr10	91002749	91002949	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002599-91003099	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr10	91002749	91002949	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002599-91003099	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr10	91002803	91003003	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002653-91003153	spleen-ENCODE	NA
chr10	91002803	91003003	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002653-91003153	spleen-ENCODE	NA
chr10	91002803	91003003	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002653-91003153	spleen-ENCODE	NA
chr10	91002803	91003003	rs1412445	CAD_Harst2017-rs2246942	genic|chr10:91002653-91003153	spleen-ENCODE	NA
chr10	91002813	91003013	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002663-91003163	megakaryocyte-erythroid_progenitor-Corces2016	NA
chr10	91002813	91003013	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002663-91003163	megakaryocyte-erythroid_progenitor-Corces2016	NA
chr10	91002904	91003104	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002754-91003254	CD4-positive_helper_T_cell-ENCODE	NA
chr10	91002904	91003104	rs1412444	CAD_Harst2017-rs2246942	genic|chr10:91002754-91003254	CD4-positive_helper_T_cell-ENCODE	NA
chr10	91003034	91003659	rs1332329	CAD_Harst2017-rs2246942	genic|chr10:91002884-91003809	CD19-positive_B_cell-Roadmap	NA
chr10	91005662	91005862	rs2246833	CAD_Harst2017-rs2246942	genic|chr10:91005512-91006012	Karpas-422-ENCODE	NA
chr10	91005662	91005862	rs2246833	CAD_Harst2017-rs2246942	genic|chr10:91005512-91006012	Karpas-422-ENCODE	NA
chr10	91005667	91005867	rs2246833	CAD_Harst2017-rs2246942	genic|chr10:91005517-91006017	B_cell-ENCODE	NA
chr10	91005667	91005867	rs2246833	CAD_Harst2017-rs2246942	genic|chr10:91005517-91006017	B_cell-ENCODE	NA
chr10	91005669	91005869	rs2246833	CAD_Harst2017-rs2246942	genic|chr10:91005519-91006019	GM12878-ENCODE	NA
chr10	91005669	91005869	rs2246833	CAD_Harst2017-rs2246942	genic|chr10:91005519-91006019	GM12878-ENCODE	NA
chr10	91008688	91008888	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008538-91009038	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	NA
chr10	91008711	91008911	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008561-91009061	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	NA
chr10	91008738	91008938	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008588-91009088	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016	NA
chr10	91008759	91008959	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008609-91009109	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	NA
chr10	91008759	91008959	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008609-91009109	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr10	91008771	91009136	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008621-91009286	CD14-positive_monocyte-ENCODE	NA
chr10	91008777	91008977	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008627-91009127	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	NA
chr10	91008778	91008978	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008628-91009128	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	NA
chr10	91008779	91008979	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008629-91009129	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr10	91008785	91008985	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008635-91009135	CD14-positive_monocyte-Roadmap	NA
chr10	91008786	91008986	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008636-91009136	CD14-positive_monocytes-Roadmap	NA
chr10	91008809	91009144	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008659-91009294	GM12878-Roadmap	NA
chr10	91008812	91009099	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008662-91009249	GM12878-ENCODE	NA
chr10	91008832	91009032	rs2250644	CAD_Harst2017-rs2246942	genic|chr10:91008682-91009182	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	NA
chr10	91010373	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010223-91012046	T-cell-ENCODE	NA
chr10	91010640	91011930	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010490-91012080	placenta-ENCODE	NA
chr10	91010731	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010581-91012046	stomach_fetal-Roadmap	NA
chr10	91010801	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010651-91012046	stomach_fetal-ENCODE	NA
chr10	91010812	91012205	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010662-91012355	bipolar_neuron_from_iPSC-ENCODE	NA
chr10	91010844	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010694-91012046	CD19-positive_B_cell-Roadmap	NA
chr10	91010866	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010716-91012046	spinal_cord_fetal-ENCODE	NA
chr10	91010867	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010717-91012046	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	NA
chr10	91010897	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010747-91012046	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	NA
chr10	91010904	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010754-91012046	gastrocnemius_medialis-ENCODE	NA
chr10	91010905	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010755-91012046	HepG2-Roadmap	NA
chr10	91010921	91011930	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010771-91012080	CD3-positive_T_cell-Roadmap	NA
chr10	91010934	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010784-91012046	CD8-positive_alpha-beta_T_cell-ENCODE	NA
chr10	91010939	91011932	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010789-91012082	H9-ENCODE	NA
chr10	91010949	91011931	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010799-91012081	HeLa-S3-ENCODE	NA
chr10	91010950	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010800-91012046	body_of_pancreas-ENCODE	NA
chr10	91010953	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010803-91012046	TeloHAEC_IL1b	NA
chr10	91010961	91011924	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010811-91012074	placenta-Roadmap	NA
chr10	91010965	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010815-91012046	myotube-ENCODE	NA
chr10	91010972	91011907	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010822-91012057	CD56-positive_natural_killer_cells-Roadmap	NA
chr10	91010980	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010830-91012046	PC-9-ENCODE	NA
chr10	91010982	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010832-91012046	trophoblast_cell-ENCODE	NA
chr10	91011000	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010850-91012046	fibroblast_of_arm-ENCODE	NA
chr10	91011001	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010851-91012046	endothelial_cell_of_umbilical_vein-Roadmap	NA
chr10	91011010	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010860-91012046	pancreatic-acinar-cell-AMP	NA
chr10	91011018	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010868-91012046	iPS_DF_19.11-ENCODE	NA
chr10	91011027	91011908	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010877-91012058	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016	NA
chr10	91011031	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010881-91012046	Eahy926_TNF	NA
chr10	91011047	91011935	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010897-91012085	hepatocyte-ENCODE	NA
chr10	91011051	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010901-91012046	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr10	91011058	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010908-91012046	muscle_of_trunk_fetal-ENCODE	NA
chr10	91011060	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010910-91012046	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	NA
chr10	91011063	91011938	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010913-91012088	large_intestine_fetal-ENCODE	NA
chr10	91011065	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010915-91012046	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	NA
chr10	91011066	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010916-91012046	muscle_of_leg_fetal-Roadmap	NA
chr10	91011089	91011935	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010939-91012085	LoVo	NA
chr10	91011091	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010941-91012046	adrenal_gland_fetal-ENCODE	NA
chr10	91011092	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010942-91012046	muscle_of_leg_fetal-ENCODE	NA
chr10	91011093	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010943-91012046	adrenal_gland_fetal-Roadmap	NA
chr10	91011099	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010949-91012046	fibroblast_of_dermis-ENCODE	NA
chr10	91011109	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010959-91012046	MCF10A-Ji2017	NA
chr10	91011112	91011915	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010962-91012065	psoas_muscle-Roadmap	NA
chr10	91011124	91012071	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010974-91012221	ovary-Roadmap	NA
chr10	91011130	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010980-91012046	muscle_of_trunk_fetal-Roadmap	NA
chr10	91011135	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91010985-91012046	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	NA
chr10	91011151	91011898	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011001-91012048	TeloHAEC_TNF	NA
chr10	91011151	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011001-91012046	Eahy926_VEGF	NA
chr10	91011155	91011910	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011005-91012060	TeloHAEC_VEGF	NA
chr10	91011159	91011908	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011009-91012058	astrocyte-ENCODE	NA
chr10	91011174	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011024-91012046	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr10	91011175	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011025-91012046	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	NA
chr10	91011178	91012157	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011028-91012307	TeloHAEC_Ctrl	NA
chr10	91011183	91011908	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011033-91012058	CD34-positive_mobilized-Roadmap	NA
chr10	91011190	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011040-91012046	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	NA
chr10	91011193	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011043-91012046	Eahy926_IL1b	NA
chr10	91011195	91011900	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011045-91012050	keratinocyte-Roadmap	NA
chr10	91011213	91011937	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011063-91012087	MM.1S-ENCODE	NA
chr10	91011216	91012008	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011066-91012158	keratinocyte-ENCODE	NA
chr10	91011220	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011070-91012046	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	NA
chr10	91011221	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011071-91012046	mammary_epithelial_cell-ENCODE	NA
chr10	91011234	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011084-91012046	mammary_epithelial_cell-Roadmap	NA
chr10	91011237	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011087-91012046	H9-Roadmap	NA
chr10	91011238	91012249	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011088-91012399	OCI-LY7-ENCODE	NA
chr10	91011247	91011923	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011097-91012073	erythroblast-Corces2016	NA
chr10	91011293	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011143-91012046	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	NA
chr10	91011301	91011919	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011151-91012069	CD14-positive_monocyte-Novakovic2016	NA
chr10	91011322	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011172-91012046	GM12878-Roadmap	NA
chr10	91011336	91012128	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011186-91012278	brite_adipose-Loft2014	NA
chr10	91011370	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011220-91012046	Adipocyte-Claussnitzer_d2	NA
chr10	91011374	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011224-91012046	HCT116-AID_ENCODE_DHS_untreated	NA
chr10	91011374	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011224-91012046	HCT116-ENCODE	NA
chr10	91011374	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011224-91012046	HCT116-AID_ENCODE_DHS_Auxin6hr	NA
chr10	91011379	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011229-91012046	Adipocyte-Claussnitzer_d0	NA
chr10	91011380	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011230-91012046	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	NA
chr10	91011397	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011247-91012046	MCF10A_treated_with_TAM24hr-Ji2017	NA
chr10	91011418	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011268-91012046	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	NA
chr10	91011438	91011896	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011288-91012046	thymus_fetal-ENCODE	NA
chr10	91011450	91011954	rs1332328	CAD_Harst2017-rs2246942	promoter|chr10:91011300-91012104	Karpas-422-ENCODE	NA
