CredibleSet	variant	AllCellTypes	TargetGenes	TopGene	chr	start	end	nSNP	AnyCoding	AnyPromoter	AnySpliceSite	Trait	Source	LocusID	BestSNPPos	BestSNP	BestSNPNearestGene	CodingVariantGene	SpliceSiteVariantGene	PromoterVariantGene
CAD_Harst2017-rs7528419	rs7528419	PC-9-ENCODE,MCF-7-ENCODE,hepatocyte-ENCODE,MDA-MB-231,MCF10A-Ji2017,trophoblast_cell-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,trophoblast_cell-ENCODE,MDA-MB-231,placenta-ENCODE,hepatocyte-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,PC-9-ENCODE,placenta-Roadmap,HepG2-Roadmap,MCF10A-Ji2017,trophoblast_cell-ENCODE,MCF-7-ENCODE,MCF-7-ENCODE,placenta-Roadmap,placenta-ENCODE,HeLa-S3-ENCODE,MDA-MB-231,MCF10A-Ji2017,trophoblast_cell-ENCODE,HeLa-S3-Roadmap,LoVo,PC-9-ENCODE,HT29,MCF-7-ENCODE,HepG2-Roadmap,placenta-Roadmap,hepatocyte-ENCODE,MCF10A-Ji2017,trophoblast_cell-ENCODE,placenta-ENCODE,MDA-MB-231,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,MCF-7-ENCODE,trophoblast_cell-ENCODE,trophoblast_cell-ENCODE,HepG2-Roadmap,placenta-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,MCF-7-ENCODE,placenta-Roadmap,MDA-MB-231,hepatocyte-ENCODE,MCF10A-Ji2017,PC-9-ENCODE,MDA-MB-231,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,MDA-MB-231,hepatocyte-ENCODE,MCF10A-Ji2017,trophoblast_cell-ENCODE,MDA-MB-231,MCF10A-Ji2017,MDA-MB-231,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,trophoblast_cell-ENCODE,trophoblast_cell-ENCODE,MDA-MB-231,trophoblast_cell-ENCODE,MDA-MB-231,trophoblast_cell-ENCODE,hepatocyte-ENCODE,trophoblast_cell-ENCODE,MDA-MB-231,MDA-MB-231,MCF10A-Ji2017,trophoblast_cell-ENCODE,MDA-MB-231,trophoblast_cell-ENCODE,placenta-ENCODE,MCF-7-ENCODE,trophoblast_cell-ENCODE,PC-9-ENCODE,HeLa-S3-Roadmap,HeLa-S3-ENCODE,MDA-MB-231,HepG2-Roadmap,MCF-7-ENCODE,hepatocyte-ENCODE,trophoblast_cell-ENCODE,HepG2-Roadmap,MDA-MB-231,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,hepatocyte-ENCODE,placenta-ENCODE,HeLa-S3-Roadmap,MCF-7-ENCODE,MCF10A-Ji2017,placenta-Roadmap,PC-9-ENCODE,trophoblast_cell-ENCODE,hepatocyte-ENCODE,MDA-MB-231,stomach_fetal-Roadmap,HeLa-S3-ENCODE,adrenal_gland-ENCODE,pancreatic-alpha-cell-AMP,trophoblast_cell-ENCODE,PC-9-ENCODE,HepG2-Roadmap,MCF10A-Ji2017,MCF-7-ENCODE,HeLa-S3-Roadmap,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,LoVo,placenta-Roadmap,placenta-ENCODE,HT29,stomach_fetal-ENCODE,MDA-MB-231,HeLa-S3-ENCODE,PC-9-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,placenta-Roadmap,MCF10A-Ji2017,placenta-ENCODE,HeLa-S3-Roadmap,MCF-7-ENCODE,trophoblast_cell-ENCODE,hepatocyte-ENCODE,HepG2-Roadmap,MDA-MB-231,MCF10A-Ji2017,trophoblast_cell-ENCODE,hepatocyte-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,trophoblast_cell-ENCODE,trophoblast_cell-ENCODE,HepG2-Roadmap,stomach_fetal-Roadmap,HT29,HeLa-S3-ENCODE,trophoblast_cell-ENCODE,MCF10A-Ji2017,PC-9-ENCODE,MDA-MB-231,placenta-Roadmap,MCF-7-ENCODE,pancreatic-alpha-cell-AMP,LoVo,adrenal_gland-ENCODE,HeLa-S3-Roadmap,stomach_fetal-ENCODE,hepatocyte-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,placenta-ENCODE,hepatocyte-ENCODE,trophoblast_cell-ENCODE,HepG2-Roadmap,placenta-Roadmap,MCF-7-ENCODE,MDA-MB-231,trophoblast_cell-ENCODE,placenta-ENCODE,hepatocyte-ENCODE,placenta-Roadmap,MDA-MB-231,trophoblast_cell-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,MCF10A-Ji2017,hepatocyte-ENCODE,trophoblast_cell-ENCODE,MDA-MB-231,MCF10A-Ji2017,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,hepatocyte-ENCODE,trophoblast_cell-ENCODE,trophoblast_cell-ENCODE,hepatocyte-ENCODE,placenta-Roadmap,MDA-MB-231,MCF10A-Ji2017,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap	AMIGO1,AMPD2,ATXN7L2,C1orf194,CELSR2,CLCC1,CSF1,CYB561D1,EPS8L3,FAM102B,FNDC7,GNAI3,GPSM2,GSTM1,GSTM2,GSTM3,GSTM4,HENMT1,KIAA1324,MYBPHL,PRPF38B,PSMA5,PSRC1,SARS,SCARNA2,SLC25A24,SLC6A17,SORT1,STXBP3,SYPL2,TAF13,TMEM167B,VAV3,WDR47	PSRC1	chr1	109817192	109822166	10	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7528419	109817192	rs7528419	CELSR2	NA	NA	NA
CAD_Harst2017-rs7568458	rs6705971	erythroblast-Corces2016,erythroblast-Corces2016	MAT2A,PARTICL	MAT2A	chr2	85760395	85809989	19	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7568458	85760395	rs6731005	PARTICL	MAT2A	NA	NA
CAD_Harst2017-rs7568458	rs1446668	hepatocyte-ENCODE,large_intestine_fetal-Roadmap,H7,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,HAP1,uterus-ENCODE,H9-Roadmap,iPS_DF_19.11-ENCODE,induced_pluripotent_stem_cell-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,TeloHAEC_Ctrl,stomach_fetal-Roadmap,stomach-ENCODE,foreskin_fibroblast-Roadmap,placenta-Roadmap,Eahy926_TNF,K562-Roadmap,placenta-ENCODE,Karpas-422-ENCODE,H1-hESC-Roadmap,H9-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,A673-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap,stomach-ENCODE,H7,HAP1,bipolar_neuron_from_iPSC-ENCODE,H1-hESC-Roadmap,iPS_DF_19.11-ENCODE,uterus-ENCODE,large_intestine_fetal-Roadmap,muscle_of_trunk_fetal-Roadmap,induced_pluripotent_stem_cell-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,hepatocyte-ENCODE,hepatocyte-ENCODE,TeloHAEC_IL1b,H7,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,Adipocyte-Claussnitzer_d0,A673-ENCODE,muscle_of_trunk_fetal-Roadmap,spinal_cord_fetal-ENCODE,large_intestine_fetal-Roadmap,placenta-Roadmap,Eahy926_TNF,TeloHAEC_Ctrl,HeLa-S3-ENCODE,Panc1-ENCODE,pancreas-Roadmap,stomach_fetal-Roadmap,stomach_fetal-ENCODE,ovary-Roadmap,foreskin_fibroblast-Roadmap,gastrocnemius_medialis-ENCODE,OCI-LY7-ENCODE,bipolar_neuron_from_iPSC-ENCODE,stomach-ENCODE,H9-Roadmap,HAP1,H9-ENCODE,uterus-ENCODE,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,iPS_DF_19.11_Cell_Line-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,H1-hESC-Roadmap,placenta-ENCODE,iPS_DF_19.11-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,Karpas-422-ENCODE,induced_pluripotent_stem_cell-ENCODE,muscle_of_leg_fetal-Roadmap,HT29,OCI-LY7-ENCODE,thymus_fetal-Roadmap,HAP1,foreskin_fibroblast-Roadmap,K562-Roadmap,muscle_of_trunk_fetal-Roadmap,Eahy926_IL1b,Panc1-ENCODE,spinal_cord_fetal-ENCODE,GM12878-ENCODE,Eahy926_Ctrl,MCF-7-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,body_of_pancreas-ENCODE,TeloHAEC_Ctrl,induced_pluripotent_stem_cell-ENCODE,placenta-Roadmap,gastrocnemius_medialis-ENCODE,CD8-positive_alpha-beta_T_cell-Corces2016,myotube-ENCODE,large_intestine_fetal-Roadmap,Karpas-422-ENCODE,Adipocyte-Claussnitzer_d0,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,H9-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,pancreas-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,iPS_DF_19.11-ENCODE,HT29,CD4-positive_helper_T_cell-Corces2016,H1-hESC-Roadmap,bipolar_neuron_from_iPSC-ENCODE,HeLa-S3-ENCODE,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,brite_adipose-Loft2014,stomach-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,A673-ENCODE,thymus_fetal-ENCODE,stomach_fetal-Roadmap,stomach_fetal-ENCODE,TeloHAEC_VEGF,TeloHAEC_TNF,H9-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,LNCAP,ovary-Roadmap,H7,MM.1S-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,Eahy926_TNF,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,CD14-positive_monocyte-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE,LoVo,iPS_DF_19.11_Cell_Line-Roadmap,muscle_of_leg_fetal-Roadmap,hepatocyte-ENCODE,placenta-ENCODE,TeloHAEC_IL1b,HeLa-S3-Roadmap,uterus-ENCODE,pancreatic-beta-cell-AMP,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,T-cell-ENCODE,brite_adipose-Loft2014,K562-Roadmap,Adipocyte-Claussnitzer_d0,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,HAP1,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,pancreas-Roadmap,bipolar_neuron_from_iPSC-ENCODE,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,Panc1-ENCODE,body_of_pancreas-ENCODE,iPS_DF_19.11-ENCODE,Karpas-422-ENCODE,Eahy926_TNF,T-cell-ENCODE,stomach_fetal-Roadmap,CD14-positive_monocyte-Roadmap,MM.1S-ENCODE,TeloHAEC_VEGF,spinal_cord_fetal-ENCODE,foreskin_fibroblast-Roadmap,CD8-positive_alpha-beta_T_cell-Corces2016,OCI-LY7-ENCODE,TeloHAEC_IL1b,iPS_DF_19.11_Cell_Line-Roadmap,thymus_fetal-ENCODE,LNCAP,stomach_fetal-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,Eahy926_Ctrl,gastrocnemius_medialis-ENCODE,HT29,endothelial_cell_of_umbilical_vein-Roadmap,H9-Roadmap,stomach-ENCODE,CD8-positive_alpha-beta_T_cell-ENCODE,HeLa-S3-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,pancreatic-beta-cell-AMP,thymus_fetal-Roadmap,GM12878-ENCODE,muscle_of_trunk_fetal-Roadmap,myotube-ENCODE,H9-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,CD4-positive_helper_T_cell-Corces2016,LoVo,induced_pluripotent_stem_cell-ENCODE,H1-hESC-Roadmap,TeloHAEC_Ctrl,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,Eahy926_IL1b,large_intestine_fetal-Roadmap,H7,A673-ENCODE,hepatocyte-ENCODE,uterus-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,MCF-7-ENCODE,ovary-Roadmap,TeloHAEC_TNF,placenta-ENCODE,placenta-Roadmap,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,HeLa-S3-Roadmap,muscle_of_leg_fetal-Roadmap,hepatocyte-ENCODE,hepatocyte-ENCODE,bipolar_neuron_from_iPSC-ENCODE,large_intestine_fetal-Roadmap,HAP1,iPS_DF_19.11-ENCODE,uterus-ENCODE,induced_pluripotent_stem_cell-ENCODE,stomach-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap,hepatocyte-ENCODE,H1-hESC-Roadmap,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,muscle_of_trunk_fetal-Roadmap,H7,H1-hESC-Roadmap,A673-ENCODE,bipolar_neuron_from_iPSC-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,HAP1,H7,uterus-ENCODE,hepatocyte-ENCODE,large_intestine_fetal-Roadmap,foreskin_fibroblast-Roadmap,stomach-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,HeLa-S3-ENCODE,bipolar_neuron_from_iPSC-ENCODE,placenta-Roadmap,uterus-ENCODE,H1-hESC-Roadmap,Adipocyte-Claussnitzer_d0,gastrocnemius_medialis-ENCODE,Karpas-422-ENCODE,thymus_fetal-Roadmap,OCI-LY7-ENCODE,HT29,A673-ENCODE,TeloHAEC_Ctrl,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,large_intestine_fetal-Roadmap,iPS_DF_19.11-ENCODE,placenta-ENCODE,Eahy926_TNF,induced_pluripotent_stem_cell-ENCODE,H9-Roadmap,spinal_cord_fetal-ENCODE,Panc1-ENCODE,thymus_fetal-ENCODE,K562-Roadmap,megakaryocyte-erythroid_progenitor-Corces2016,ovary-Roadmap,MM.1S-ENCODE,HAP1,H7,pancreas-Roadmap,muscle_of_leg_fetal-Roadmap,muscle_of_trunk_fetal-Roadmap,iPS_DF_19.11_Cell_Line-Roadmap,H9-ENCODE,hepatocyte-ENCODE,stomach_fetal-Roadmap,stomach_fetal-ENCODE,MCF-7-ENCODE,CD14-positive_monocyte-Roadmap,TeloHAEC_IL1b,uterus-ENCODE,stomach-ENCODE,hepatocyte-ENCODE,H7,HAP1,bipolar_neuron_from_iPSC-ENCODE,hepatocyte-ENCODE,HAP1,H7,HAP1,large_intestine_fetal-Roadmap,H7,hepatocyte-ENCODE,A673-ENCODE,hepatocyte-ENCODE,uterus-ENCODE,large_intestine_fetal-Roadmap,muscle_of_leg_fetal-Roadmap,H1-hESC-Roadmap,foreskin_fibroblast-Roadmap,iPS_DF_19.11-ENCODE,H9-ENCODE,muscle_of_trunk_fetal-Roadmap,H7,large_intestine_fetal-Roadmap,hepatocyte-ENCODE,uterus-ENCODE,muscle_of_leg_fetal-Roadmap,bipolar_neuron_from_iPSC-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap	C2orf68,CAPG,ELMOD3,GGCX,MAT2A,PARTICL,POLR1A,PTCD3,RETSAT,RNF181,SH2D6,TGOLN2,TMEM150A,USP39,VAMP5,VAMP8	MAT2A	chr2	85760395	85809989	19	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7568458	85760395	rs6731005	PARTICL	MAT2A	NA	NA
CAD_Harst2017-rs7568458	rs7568458	stomach_fetal-Roadmap,OCI-LY7-ENCODE,MM.1S-ENCODE,muscle_of_leg_fetal-Roadmap,stomach_fetal-ENCODE,bipolar_neuron_from_iPSC-ENCODE,white_adipose-Loft2014,uterus-ENCODE,H1-hESC-ENCODE,H9-ENCODE,Karpas-422-ENCODE,thymus_fetal-ENCODE	GGCX	GGCX	chr2	85760395	85809989	19	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7568458	85760395	rs6731005	PARTICL	MAT2A	NA	NA
CAD_Harst2017-rs7568458	rs7605975	K562-Roadmap,Karpas-422-ENCODE,Karpas-422-ENCODE,HeLa-S3-Roadmap,Karpas-422-ENCODE,K562-Roadmap,MDA-MB-231,K562-Roadmap,MDA-MB-231,Karpas-422-ENCODE,HeLa-S3-Roadmap,Karpas-422-ENCODE,K562-Roadmap,MDA-MB-231,HeLa-S3-Roadmap,Karpas-422-ENCODE,Karpas-422-ENCODE,MDA-MB-231,Karpas-422-ENCODE,HeLa-S3-Roadmap,K562-Roadmap,Karpas-422-ENCODE,Karpas-422-ENCODE,Karpas-422-ENCODE,Karpas-422-ENCODE,Karpas-422-ENCODE	CAPG,ELMOD3,GGCX,MAT2A,PARTICL,RETSAT,RNF181,SH2D6,TGOLN2,TMEM150A,USP39,VAMP5,VAMP8	PARTICL	chr2	85760395	85809989	19	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7568458	85760395	rs6731005	PARTICL	MAT2A	NA	NA
CAD_Harst2017-rs7568458	rs6547621	Panc1-ENCODE,keratinocyte-Roadmap,Panc1-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,Karpas-422-ENCODE,Panc1-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,Karpas-422-ENCODE,keratinocyte-Roadmap,Adipocyte-Claussnitzer_d6,Karpas-422-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,megakaryocyte-erythroid_progenitor-Corces2016,Panc1-ENCODE,HeLa-S3-ENCODE,Adipocyte-Claussnitzer_d14,psoas_muscle-Roadmap,Adipocyte-Claussnitzer_d14,HeLa-S3-ENCODE,keratinocyte-Roadmap,TeloHAEC_Ctrl,liver-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,Karpas-422-ENCODE,TeloHAEC_VEGF,MCF10A_treated_with_TAM24hr-Ji2017,TeloHAEC_TNF,Panc1-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,psoas_muscle-Roadmap,Adipocyte-Claussnitzer_d6,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,keratinocyte-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,megakaryocyte-erythroid_progenitor-Corces2016,Adipocyte-Claussnitzer_d6,liver-ENCODE,Karpas-422-ENCODE,psoas_muscle-Roadmap,Panc1-ENCODE,TeloHAEC_TNF,MCF10A_treated_with_TAM24hr-Ji2017,HeLa-S3-ENCODE,TeloHAEC_Ctrl,Adipocyte-Claussnitzer_d14,TeloHAEC_VEGF,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,Karpas-422-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,Panc1-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,Karpas-422-ENCODE,Panc1-ENCODE,keratinocyte-Roadmap,MCF10A_treated_with_TAM24hr-Ji2017,megakaryocyte-erythroid_progenitor-Corces2016,Karpas-422-ENCODE,HeLa-S3-ENCODE,Panc1-ENCODE,psoas_muscle-Roadmap,Adipocyte-Claussnitzer_d6,Panc1-ENCODE,Karpas-422-ENCODE,Panc1-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,Panc1-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,Karpas-422-ENCODE,Panc1-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,keratinocyte-Roadmap,Karpas-422-ENCODE,Panc1-ENCODE,keratinocyte-Roadmap,Karpas-422-ENCODE,Karpas-422-ENCODE,keratinocyte-Roadmap,Panc1-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017	C2orf68,CAPG,ELMOD3,GGCX,MAT2A,PARTICL,RETSAT,RNF181,SH2D6,TCF7L1,TGOLN2,TMEM150A,USP39,VAMP5,VAMP8	PARTICL	chr2	85760395	85809989	19	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7568458	85760395	rs6731005	PARTICL	MAT2A	NA	NA
CAD_Harst2017-rs7568458	rs12473819	LoVo,K562-Roadmap,Karpas-422-ENCODE,LoVo,Karpas-422-ENCODE,HeLa-S3-Roadmap,MDA-MB-231,keratinocyte-ENCODE,LoVo,K562-Roadmap,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,Karpas-422-ENCODE,HeLa-S3-Roadmap,LoVo,keratinocyte-ENCODE,K562-Roadmap,Karpas-422-ENCODE,MDA-MB-231,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE,MDA-MB-231,HeLa-S3-Roadmap,LoVo,keratinocyte-ENCODE,K562-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,Karpas-422-ENCODE,LoVo,Karpas-422-ENCODE,Karpas-422-ENCODE,LoVo,HeLa-S3-Roadmap,Karpas-422-ENCODE,keratinocyte-ENCODE,LoVo,MDA-MB-231,K562-Roadmap,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,Karpas-422-ENCODE,LoVo,Karpas-422-ENCODE,LoVo,LoVo,Karpas-422-ENCODE,LoVo,Karpas-422-ENCODE,Karpas-422-ENCODE,LoVo	CAPG,ELMOD3,GGCX,MAT2A,PARTICL,RETSAT,RNF181,SH2D6,TGOLN2,TMEM150A,USP39,VAMP5,VAMP8	PARTICL	chr2	85760395	85809989	19	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7568458	85760395	rs6731005	PARTICL	MAT2A	NA	NA
CAD_Harst2017-rs7568458	rs1078004	keratinocyte-Roadmap,keratinocyte-Roadmap,keratinocyte-ENCODE,keratinocyte-Roadmap,keratinocyte-ENCODE,keratinocyte-ENCODE,keratinocyte-Roadmap,keratinocyte-ENCODE,keratinocyte-Roadmap	CAPG,GGCX,MAT2A,PARTICL,SH2D6	MAT2A	chr2	85760395	85809989	19	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7568458	85760395	rs6731005	PARTICL	MAT2A	NA	NA
CAD_Harst2017-rs7617773	rs6442109	IMR90-ENCODE,IMR90-Roadmap	MAP4	MAP4	chr3	48172687	48197614	33	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7617773	48172687	rs7374376	CDC25A	NA	NA	NA
CAD_Harst2017-rs7617773	rs7374376	spinal_cord_fetal-ENCODE,stomach_fetal-ENCODE,muscle_of_leg_fetal-Roadmap,muscle_of_leg_fetal-Roadmap,muscle_of_leg_fetal-Roadmap,stomach_fetal-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,spinal_cord_fetal-ENCODE,muscle_of_leg_fetal-Roadmap,muscle_of_leg_fetal-Roadmap	CDC25A,DHX30,MAP4,SCAP,ZNF589	MAP4	chr3	48172687	48197614	33	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7617773	48172687	rs7374376	CDC25A	NA	NA	NA
CAD_Harst2017-rs7617773	rs6442108	IMR90-Roadmap,IMR90-ENCODE	MAP4	MAP4	chr3	48172687	48197614	33	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7617773	48172687	rs7374376	CDC25A	NA	NA	NA
CAD_Harst2017-rs7617773	rs11711766	IMR90-ENCODE,IMR90-Roadmap	MAP4	MAP4	chr3	48172687	48197614	33	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7617773	48172687	rs7374376	CDC25A	NA	NA	NA
CAD_Harst2017-rs7623687	rs7623687	hepatocyte-ENCODE,CD4-positive_helper_T_cell-ENCODE,hepatocyte-ENCODE,CD4-positive_helper_T_cell-ENCODE,hepatocyte-ENCODE,bipolar_neuron_from_iPSC-ENCODE,thymus_fetal-Roadmap,white_adipose-Loft2014,CD4-positive_helper_T_cell-ENCODE,thymus_fetal-Roadmap,CD4-positive_helper_T_cell-ENCODE,bipolar_neuron_from_iPSC-ENCODE,white_adipose-Loft2014,hepatocyte-ENCODE	AMT,NICN1,RHOA,TCTA	RHOA	chr3	49162284	49621367	13	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7623687	49381898	rs6774721	USP4	LAMB2	NA	NA
CAD_Harst2017-rs7623687	rs73074830	spinal_cord_fetal-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,adipose_tissue-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,spinal_cord_fetal-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,CD3-positive_T_cell-Roadmap,T-cell-ENCODE,psoas_muscle-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE,Karpas-422-ENCODE,CD19-positive_B_cell-Roadmap,adipose_tissue-ENCODE,spinal_cord_fetal-ENCODE,H9-Roadmap,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,small_intestine_fetal-ENCODE,Karpas-422-ENCODE,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,H9-Roadmap,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,spinal_cord_fetal-ENCODE,small_intestine_fetal-ENCODE,adipose_tissue-ENCODE,Eahy926_VEGF,CD8-positive_alpha-beta_T_cell-ENCODE,CD3-positive_T_cell-Roadmap,psoas_muscle-Roadmap,T-cell-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,spinal_cord_fetal-ENCODE,adipose_tissue-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,adipose_tissue-ENCODE,spinal_cord_fetal-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,small_intestine_fetal-ENCODE,H9-Roadmap,psoas_muscle-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,small_intestine_fetal-ENCODE,H9-Roadmap,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,spinal_cord_fetal-ENCODE,megakaryocyte-erythroid_progenitor-Corces2016,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,psoas_muscle-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE,spinal_cord_fetal-ENCODE,adipose_tissue-ENCODE	AMIGO3,AMT,APEH,BSN,DAG1,GMPPB,MST1,RNF123,TRAIP	BSN	chr3	49162284	49621367	13	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs7623687	49381898	rs6774721	USP4	LAMB2	NA	NA
