chr	start	end	variant	PosteriorProb	Disease	CredibleSet	CellType
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	Adipocyte-Claussnitzer_d0
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	muscle_of_trunk_fetal-ENCODE
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	small_intestine_fetal-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	muscle_of_trunk_fetal-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	ovary-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H1-hESC-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	skeletal_muscle_myoblast-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	mammary_epithelial_cell-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	keratinocyte-ENCODE
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	endothelial_cell_of_umbilical_vein-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	keratinocyte-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H9-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	body_of_pancreas-ENCODE
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	THP1-Engreitz
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	large_intestine_fetal-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H9-ENCODE
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	cardiac_muscle_cell-ENCODE
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	PC-9-ENCODE
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	MDA-MB-231
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	placenta-Roadmap
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	megakaryocyte-erythroid_progenitor-Corces2016
chr5	9547941	9547941	rs1651285	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	THP1-Engreitz
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H1-hESC-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	foreskin_fibroblast-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H1-hESC-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H7
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	Adipocyte-Claussnitzer_d0
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	trophoblast_cell-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H9-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	H9-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	small_intestine_fetal-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	MDA-MB-231
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	stomach-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	megakaryocyte-erythroid_progenitor-Corces2016
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	coronary_artery_smooth_muscle_cell-Miller2016
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	coronary_artery-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	stomach_fetal-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	muscle_of_leg_fetal-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	spinal_cord_fetal-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	muscle_of_leg_fetal-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	IMR90-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	muscle_of_trunk_fetal-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	muscle_of_trunk_fetal-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	skeletal_muscle_myoblast-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	placenta-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	ovary-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	PC-9-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	mammary_epithelial_cell-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	fibroblast_of_lung-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	fibroblast_of_lung_fetal-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	IMR90-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	fibroblast_of_dermis-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	induced_pluripotent_stem_cell-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	fibroblast_of_dermis-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	iPS_DF_19.11_Cell_Line-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	astrocyte-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	fibroblast_of_arm-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	astrocyte-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	iPS_DF_19.11-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	endothelial_cell_of_umbilical_vein-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	keratinocyte-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	keratinocyte-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	body_of_pancreas-ENCODE
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	large_intestine_fetal-Roadmap
chr5	9547965	9547965	rs1706987	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	cardiac_muscle_cell-ENCODE
chr5	9548098	9548098	rs1398337	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	muscle_of_trunk_fetal-Roadmap
chr5	9548098	9548098	rs1398337	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	keratinocyte-ENCODE
chr5	9548098	9548098	rs1398337	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	megakaryocyte-erythroid_progenitor-Corces2016
chr5	9548098	9548098	rs1398337	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	large_intestine_fetal-Roadmap
chr5	9548098	9548098	rs1398337	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	white_adipose-Loft2014
chr5	9548098	9548098	rs1398337	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	brite_adipose-Loft2014
chr5	9553568	9553568	rs11749803	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016
chr5	9553568	9553568	rs11749803	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte-Novakovic2016
chr5	9553568	9553568	rs11749803	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	LoVo
chr5	9553568	9553568	rs11749803	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	stomach_fetal-ENCODE
chr5	9553568	9553568	rs11749803	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	THP_pmaLPS_ATAC_120h
chr5	9553568	9553568	rs11749803	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	LoVo
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	large_intestine_fetal-Roadmap
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	MCF-7-ENCODE
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	adipose_tissue-ENCODE
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	stomach_fetal-ENCODE
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	PC-9-ENCODE
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	stomach_fetal-Roadmap
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	Adipocyte-Claussnitzer_d6
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	HAP1
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	trophoblast_cell-ENCODE
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	small_intestine_fetal-Roadmap
chr5	9553868	9553868	rs56344213	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	THP_pmaLPS_ATAC_24h
chr5	9557122	9557122	rs55713652	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	BJAB-Engreitz
chr5	9557122	9557122	rs55713652	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016
chr5	9557122	9557122	rs55713652	NA	CAD_Harst2017	CAD_Harst2017-rs1508798	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	IMR90-ENCODE
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_trunk_fetal-ENCODE
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	coronary_artery_smooth_muscle_cell-Miller2016
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	MCF10A_treated_with_TAM24hr-Ji2017
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_48h
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	HepG2-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	psoas_muscle-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_24h
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	fibroblast_of_lung_fetal-ENCODE
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte-ENCODE
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	IMR90-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	skeletal_muscle_myoblast-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	cardiac_muscle_cell-ENCODE
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocytes-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_120h
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	spinal_cord_fetal-ENCODE
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_trunk_fetal-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	MCF-7-ENCODE
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_72h
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	GM12878-ENCODE
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	Adipocyte-Claussnitzer_d2
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	Adipocyte-Claussnitzer_d6
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_96h
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	GM12878-Roadmap
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte-Novakovic2016
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	Adipocyte-Claussnitzer_d14
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	Adipocyte-Claussnitzer_d0
chr5	55860781	55860781	rs3936511	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_leg_fetal-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	MCF-7-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_120h
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocytes-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	Adipocyte-Claussnitzer_d6
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	cardiac_muscle_cell-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_trunk_fetal-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	psoas_muscle-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	Adipocyte-Claussnitzer_d14
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP-1_macrophage-VanBortle2017
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_leg_fetal-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	U937-Engreitz
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	Adipocyte-Claussnitzer_d0
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte-Novakovic2016
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	MCF10A_treated_with_TAM24hr-Ji2017
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	skeletal_muscle_myoblast-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	gastrocnemius_medialis-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_48h
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	HepG2-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	liver-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_72h
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	spinal_cord_fetal-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	IMR90-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_24h
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	fibroblast_of_lung_fetal-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	GM12878-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	thyroid_gland-ENCODE
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	IMR90-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	coronary_artery_smooth_muscle_cell-Miller2016
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	GM12878-Roadmap
chr5	55860866	55860866	rs3936510	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_trunk_fetal-ENCODE
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	large_intestine_fetal-Roadmap
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	pancreatic-beta-cell-AMP
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	spinal_cord_fetal-ENCODE
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP1_LPS_4hr-Engreitz
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD19-positive_B_cell-Roadmap
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	GM12878-Roadmap
chr5	55861359	55861359	rs13173241	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_24h
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	MM.1S-ENCODE
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD19-positive_B_cell-Roadmap
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_leg_fetal-Roadmap
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	GM12878-Roadmap
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_leg_fetal-ENCODE
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	OCI-LY7-ENCODE
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_24h
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_trunk_fetal-Roadmap
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	pancreatic-beta-cell-AMP
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_trunk_fetal-ENCODE
chr5	55861464	55861464	rs28650790	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP1_LPS_4hr-Engreitz
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	MM.1S-ENCODE
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_leg_fetal-Roadmap
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP1_LPS_4hr-Engreitz
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	muscle_of_leg_fetal-ENCODE
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD19-positive_B_cell-Roadmap
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	CD14-positive_monocyte-Novakovic2016
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_24h
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	THP_pmaLPS_ATAC_120h
chr5	55861595	55861595	rs9687832	NA	CAD_Harst2017	CAD_Harst2017-rs3936511	GM12878-Roadmap
