CredibleSet	TargetGene	chr	start	end	variant	PosteriorProb	Disease	chr.1	start.1	end.1	name	class	activity_base	TargetGeneTSS	TargetGeneExpression	TargetGenePromoterActivityQuantile	TargetGeneIsExpressed	distance	isSelfPromoter	powerlaw_contact	powerlaw_contact_reference	hic_contact	hic_contact_pl_scaled	hic_pseudocount	hic_contact_pl_scaled_adj	ABC.Score.Numerator	ABC.Score	powerlaw.Score.Numerator	powerlaw.Score	CellType	MaxABC	GeneRank
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397355	38397929	genic|chr1:38397205-38398079	genic	8.442399	38412729	NA	0.664372	True	15087	False	0.013128	0.047706	0.047229	0.012997	0.001216	0.014213	0.11999	0.044497	0.398729	0.082601	CD34-positive_mobilized-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461475	38462147	intergenic|chr1:38461325-38462297	intergenic	9.85634	38412729	NA	0.636447	True	49082	False	0.003656	0.016995	0.016924	0.003641	0.001216	0.004857	0.04787	0.020946	0.166812	0.046009	H9-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397044	38397645	genic|chr1:38396894-38397795	genic	6.834891	38412729	NA	0.604448	True	15384.5	False	0.013128	0.046898	0.046434	0.012998	0.001216	0.014214	0.097152	0.035435	0.31737	0.05988	A673-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397075	38397613	genic|chr1:38396925-38397763	genic	6.273764	38412729	NA	0.657487	True	15385	False	0.013128	0.046897	0.046433	0.012998	0.001216	0.014214	0.089176	0.029061	0.291307	0.053577	psoas_muscle-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397366	38397566	genic|chr1:38397216-38397716	genic	8.297313	38412729	NA	0.907528	True	15263	False	0.013128	0.047224	0.046755	0.012998	0.001216	0.014214	0.117934	0.036922	0.387943	0.05684	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397328	38397679	genic|chr1:38397178-38397829	genic	8.078277	38412729	NA	0.728084	True	15225.5	False	0.013128	0.047326	0.046855	0.012998	0.001216	0.014213	0.11482	0.04178	0.378511	0.082034	iPS_DF_19.11_Cell_Line-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397121	38397885	genic|chr1:38396971-38398035	genic	4.055919	38412729	NA	0.824263	True	15226	False	0.047325	0.046854	0.013128	0.012998	0.001216	0.014213	0.057648	0.020939	0.190036	0.038045	Eahy926_TNF	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397014	38397639	genic|chr1:38396864-38397789	genic	6.190178	38412729	NA	0.544566	True	15402.5	False	0.013128	0.04685	0.046387	0.012998	0.001216	0.014214	0.087988	0.034891	0.287141	0.074588	body_of_pancreas-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397135	38397632	genic|chr1:38396985-38397782	genic	4.742978	38412729	NA	0.676593	True	15345.5	False	0.013128	0.047002	0.046536	0.012998	0.001216	0.014214	0.067416	0.035035	0.220721	0.07716	small_intestine_fetal-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397143	38397859	genic|chr1:38396993-38398009	genic	3.204997	38412729	NA	0.811064	True	15228	False	0.047319	0.046849	0.013128	0.012998	0.001216	0.014213	0.045554	0.016847	0.15015	0.033563	TeloHAEC_Ctrl	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396325	38398020	genic|chr1:38396175-38398170	genic	7.890014	38412729	NA	0.635082	True	15556.5	False	0.013128	0.046444	0.045987	0.012999	0.001216	0.014215	0.112155	0.046262	0.362837	0.086639	stomach_fetal-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396389	38397900	genic|chr1:38396239-38398050	genic	11.378304	38412729	NA	0.577522	True	15584.5	False	0.013128	0.046371	0.045915	0.012999	0.001216	0.014215	0.161742	0.067198	0.522435	0.139981	CD8-positive_alpha-beta_T_cell-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397152	38397919	genic|chr1:38397002-38398069	genic	4.197246	38412729	NA	0.607422	True	15193.5	False	0.013128	0.047413	0.046941	0.012997	0.001216	0.014213	0.059657	0.027032	0.197024	0.059925	MM.1S-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397152	38397919	genic|chr1:38397002-38398069	genic	4.197246	38412729	NA	0.607422	True	15193.5	False	0.013128	0.047413	0.046941	0.012997	0.001216	0.014213	0.059657	0.027032	0.197024	0.059925	MM.1S-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461653	38462139	intergenic|chr1:38461503-38462289	intergenic	9.55941	38412729	NA	0.662661	True	49167	False	0.003656	0.016969	0.016899	0.003641	0.001216	0.004857	0.046428	0.018966	0.161543	0.037992	spleen-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461412	38462438	genic|chr1:38461262-38462588	genic	9.639297	38412729	NA	0.828336	True	49196	False	0.003656	0.01696	0.01689	0.003641	0.001216	0.004857	0.046816	0.018454	0.16281	0.035464	fibroblast_of_dermis-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396356	38397619	genic|chr1:38396206-38397769	genic	4.695122	38412729	NA	0.747882	True	15741.5	False	0.013128	0.045966	0.045516	0.013	0.001216	0.014216	0.066744	0.027018	0.213705	0.048416	HeLa-S3-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397044	38397645	genic|chr1:38396894-38397795	genic	6.834891	38412729	NA	0.604448	True	15384.5	False	0.013128	0.046898	0.046434	0.012998	0.001216	0.014214	0.097152	0.035435	0.31737	0.05988	A673-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461570	38462987	genic|chr1:38461420-38463137	genic	12.045499	38412729	NA	0.688121	True	49549.5	False	0.003656	0.016854	0.016785	0.003641	0.001216	0.004857	0.058504	0.016664	0.202188	0.030287	gastrocnemius_medialis-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397170	38397612	genic|chr1:38397020-38397762	genic	3.06695	38412729	NA	0.821818	True	15338	False	0.047022	0.046556	0.013128	0.012998	0.001216	0.014214	0.043593	0.015346	0.142786	0.026827	Eahy926_Ctrl	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397130	38397637	genic|chr1:38396980-38397787	genic	5.413085	38412729	NA	0.531408	True	15345.5	False	0.013128	0.047002	0.046536	0.012998	0.001216	0.014214	0.076941	0.03117	0.251906	0.06816	placenta-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397282	38397948	genic|chr1:38397132-38398098	genic	3.755357	38412729	NA	0.734968	True	15114	False	0.013128	0.047631	0.047156	0.012997	0.001216	0.014213	0.053375	0.021432	0.177087	0.040762	uterus-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461412	38462584	genic|chr1:38461262-38462734	genic	11.453033	38412729	NA	0.657487	True	49269	False	0.003656	0.016938	0.016868	0.003641	0.001216	0.004857	0.055625	0.018127	0.193195	0.035532	psoas_muscle-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397270	38397900	genic|chr1:38397120-38398050	genic	4.914816	38412729	NA	0.887771	True	15144	False	0.013128	0.047549	0.047075	0.012997	0.001216	0.014213	0.069855	0.021469	0.231363	0.03733	osteoblast-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396887	38398014	genic|chr1:38396737-38398164	genic	4.107684	38412729	NA	0.595568	True	15278.5	False	0.013128	0.047182	0.046714	0.012998	0.001216	0.014214	0.058385	0.027979	0.191886	0.059087	spinal_cord_fetal-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396822	38397651	genic|chr1:38396672-38397801	genic	20.716431	38412729	NA	0.629542	True	15492.5	False	0.013128	0.046612	0.046152	0.012999	0.001216	0.014215	0.294474	0.102227	0.956107	0.175406	erythroblast-Corces2016	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461436	38462284	intergenic|chr1:38461286-38462434	intergenic	17.505758	38412729	NA	0.627994	True	49131	False	0.003656	0.01698	0.01691	0.003641	0.001216	0.004857	0.085021	0.044142	0.296016	0.085798	muscle_of_leg_fetal-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397321	38397672	genic|chr1:38397171-38397822	genic	8.995212	38412729	NA	0.603715	True	15232.5	False	0.013128	0.047307	0.046837	0.012998	0.001216	0.014213	0.127853	0.068637	0.421306	0.131992	HAP1	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461319	38461319	rs61776719	NA	CAD_Harst2017	chr1	38460975	38462569	genic|chr1:38460825-38462719	genic	8.940932	38412729	NA	0.558946	True	49043	False	0.003656	0.017006	0.016936	0.003641	0.001216	0.004857	0.043424	0.016069	0.151424	0.035175	pancreas-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38460975	38462569	genic|chr1:38460825-38462719	genic	8.940932	38412729	NA	0.558946	True	49043	False	0.003656	0.017006	0.016936	0.003641	0.001216	0.004857	0.043424	0.016069	0.151424	0.035175	pancreas-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461399	38462549	genic|chr1:38461249-38462699	genic	14.641632	38412729	NA	0.817337	True	49245	False	0.003656	0.016945	0.016876	0.003641	0.001216	0.004857	0.071111	0.025006	0.247086	0.0469	IMR90-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397163	38397643	genic|chr1:38397013-38397793	genic	4.184711	38412729	NA	0.67643	True	15326	False	0.013128	0.047054	0.046588	0.012998	0.001216	0.014214	0.059481	0.026949	0.194957	0.054448	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461525	38462239	intergenic|chr1:38461375-38462389	intergenic	11.033805	38412729	NA	0.565871	True	49153	False	0.003656	0.016973	0.016903	0.003641	0.001216	0.004857	0.053589	0.023409	0.186505	0.05157	breast_epithelium-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396954	38397871	genic|chr1:38396804-38398021	genic	7.679882	38412729	NA	0.546114	True	15316.5	False	0.013128	0.04708	0.046613	0.012998	0.001216	0.014214	0.10916	0.056128	0.357983	0.115518	thymus_fetal-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38395511	38397729	genic|chr1:38395361-38397879	genic	16.56373	38412729	NA	0.484479	True	16109	False	0.013128	0.045047	0.044612	0.013001	0.001216	0.014217	0.235488	0.092964	0.738935	0.179511	trophoblast_cell-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397025	38397657	genic|chr1:38396875-38397807	genic	6.734892	38412729	NA	0.634186	True	15388	False	0.013128	0.046889	0.046425	0.012998	0.001216	0.014214	0.09573	0.040127	0.312665	0.0806	induced_pluripotent_stem_cell-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397025	38397657	genic|chr1:38396875-38397807	genic	6.734892	38412729	NA	0.634186	True	15388	False	0.013128	0.046889	0.046425	0.012998	0.001216	0.014214	0.09573	0.040127	0.312665	0.0806	induced_pluripotent_stem_cell-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461405	38462532	genic|chr1:38461255-38462682	genic	23.904364	38412729	NA	0.620539	True	49239.5	False	0.003656	0.016947	0.016877	0.003641	0.001216	0.004857	0.116099	0.047103	0.403439	0.100105	H1-hESC-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396890	38397937	genic|chr1:38396740-38398087	genic	6.681291	38412729	NA	0.717329	True	15315.5	False	0.013128	0.047083	0.046616	0.012998	0.001216	0.014214	0.094966	0.036563	0.311453	0.065783	Karpas-422-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396331	38397635	genic|chr1:38396181-38397785	genic	4.816219	38412729	NA	0.541836	True	15746	False	0.013128	0.045954	0.045505	0.013	0.001216	0.014216	0.068465	0.030079	0.219162	0.064628	PC-9-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397038	38397637	genic|chr1:38396888-38397787	genic	11.177118	38412729	NA	0.632638	True	15391.5	False	0.013128	0.046879	0.046415	0.012998	0.001216	0.014214	0.158873	0.064511	0.518791	0.12578	small_intestine_fetal-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397357	38397557	genic|chr1:38397207-38397707	genic	5.596799	38412729	NA	0.573041	True	15272	False	0.013128	0.0472	0.046731	0.012998	0.001216	0.014214	0.079551	0.034952	0.261545	0.066939	HepG2-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461319	38461319	rs61776719	NA	CAD_Harst2017	chr1	38461100	38462234	intergenic|chr1:38460950-38462384	intergenic	23.718691	38412729	NA	0.644492	True	48938	False	0.003656	0.017038	0.016968	0.003641	0.001216	0.004857	0.115194	0.047277	0.40245	0.096002	adipose_tissue-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396946	38397590	genic|chr1:38396796-38397740	genic	8.487009	38412729	NA	0.741893	True	15461	False	0.013128	0.046695	0.046234	0.012999	0.001216	0.014214	0.120638	0.038471	0.392387	0.068784	GM12878-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397075	38397613	genic|chr1:38396925-38397763	genic	6.273764	38412729	NA	0.657487	True	15385	False	0.013128	0.046897	0.046433	0.012998	0.001216	0.014214	0.089176	0.029061	0.291307	0.053577	psoas_muscle-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397081	38397601	genic|chr1:38396931-38397751	genic	5.217722	38412729	NA	0.628564	True	15388	False	0.013128	0.046889	0.046425	0.012998	0.001216	0.014214	0.074165	0.029024	0.242231	0.060242	CD14-positive_monocyte-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38460874	38462549	genic|chr1:38460724-38462699	genic	21.435244	38412729	NA	0.635082	True	48982.5	False	0.003656	0.017025	0.016954	0.003641	0.001216	0.004857	0.104105	0.042941	0.363418	0.086778	stomach_fetal-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397129	38397673	genic|chr1:38396979-38397823	genic	6.476368	38412729	NA	0.585628	True	15328	False	0.013128	0.047049	0.046583	0.012998	0.001216	0.014214	0.092054	0.036442	0.301687	0.073998	CD56-positive_natural_killer_cells-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38396318	38397618	genic|chr1:38396168-38397768	genic	7.738714	38412729	NA	0.562205	True	15761	False	0.013128	0.045916	0.045467	0.013	0.001216	0.014216	0.110011	0.045718	0.351859	0.094426	CD19-positive_B_cell-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396887	38397953	genic|chr1:38396737-38398103	genic	6.646755	38412729	NA	0.687184	True	15309	False	0.013128	0.0471	0.046633	0.012998	0.001216	0.014214	0.094475	0.030851	0.309958	0.054336	OCI-LY7-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397135	38397632	genic|chr1:38396985-38397782	genic	4.742978	38412729	NA	0.676593	True	15345.5	False	0.013128	0.047002	0.046536	0.012998	0.001216	0.014214	0.067416	0.035035	0.220721	0.07716	small_intestine_fetal-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397143	38397859	genic|chr1:38396993-38398009	genic	3.204997	38412729	NA	0.811064	True	15228	False	0.047319	0.046849	0.013128	0.012998	0.001216	0.014213	0.045554	0.016847	0.15015	0.033563	TeloHAEC_Ctrl	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397034	38397713	genic|chr1:38396884-38397863	genic	10.672719	38412729	NA	0.679404	True	15355.5	False	0.013128	0.046975	0.04651	0.012998	0.001216	0.014214	0.151702	0.052289	0.496389	0.099545	iPS_DF_19.11-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461450	38462245	intergenic|chr1:38461300-38462395	intergenic	8.181303	38412729	NA	0.777945	True	49118.5	False	0.003656	0.016984	0.016913	0.003641	0.001216	0.004857	0.039735	0.015722	0.138374	0.030119	HeLa-S3-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38396724	38397626	genic|chr1:38396574-38397776	genic	13.356237	38412729	NA	0.532345	True	15554	False	0.013128	0.04645	0.045993	0.012999	0.001216	0.014215	0.189856	0.078526	0.614297	0.177562	CD4-positive_helper_T_cell-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396927	38397622	genic|chr1:38396777-38397772	genic	6.435281	38412729	NA	0.554465	True	15454.5	False	0.013128	0.046712	0.046251	0.012999	0.001216	0.014214	0.091473	0.043146	0.297637	0.090885	B_cell-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397321	38397672	genic|chr1:38397171-38397822	genic	8.995212	38412729	NA	0.603715	True	15232.5	False	0.013128	0.047307	0.046837	0.012998	0.001216	0.014213	0.127853	0.068637	0.421306	0.131992	HAP1	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396724	38397626	genic|chr1:38396574-38397776	genic	13.356237	38412729	NA	0.532345	True	15554	False	0.013128	0.04645	0.045993	0.012999	0.001216	0.014215	0.189856	0.078526	0.614297	0.177562	CD4-positive_helper_T_cell-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461430	38462559	genic|chr1:38461280-38462709	genic	15.07515	38412729	NA	0.831066	True	49265.5	False	0.003656	0.016939	0.016869	0.003641	0.001216	0.004857	0.073217	0.024361	0.25431	0.044284	fibroblast_of_lung_fetal-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397014	38397639	genic|chr1:38396864-38397789	genic	6.190178	38412729	NA	0.544566	True	15402.5	False	0.013128	0.04685	0.046387	0.012998	0.001216	0.014214	0.087988	0.034891	0.287141	0.074588	body_of_pancreas-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461393	38462537	genic|chr1:38461243-38462687	genic	18.439944	38412729	NA	0.679404	True	49236	False	0.003656	0.016948	0.016878	0.003641	0.001216	0.004857	0.089559	0.030869	0.311234	0.062414	iPS_DF_19.11-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461435	38462547	genic|chr1:38461285-38462697	genic	8.534283	38412729	NA	0.595568	True	49262	False	0.003656	0.01694	0.016871	0.003641	0.001216	0.004857	0.041449	0.019863	0.143978	0.044334	spinal_cord_fetal-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396905	38397660	genic|chr1:38396755-38397810	genic	5.483931	38412729	NA	0.636447	True	15446.5	False	0.013128	0.046733	0.046272	0.012999	0.001216	0.014214	0.07795	0.034109	0.25375	0.069987	H9-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397150	38397624	genic|chr1:38397000-38397774	genic	3.43735	38412729	NA	0.639808	True	15342	False	0.013128	0.047012	0.046546	0.012998	0.001216	0.014214	0.048858	0.022591	0.159994	0.046436	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397350	38397821	genic|chr1:38397200-38397971	genic	2.849112	38412729	NA	0.615447	True	15143.5	False	0.013128	0.04755	0.047076	0.012997	0.001216	0.014213	0.040495	0.019665	0.134125	0.036056	muscle_of_leg_fetal-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397149	38397592	genic|chr1:38396999-38397742	genic	5.677977	38412729	NA	0.564567	True	15358.5	False	0.013128	0.046967	0.046502	0.012998	0.001216	0.014214	0.080707	0.032748	0.264038	0.064247	liver-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461424	38462567	genic|chr1:38461274-38462717	genic	18.182096	38412729	NA	0.772364	True	49266.5	False	0.003656	0.016939	0.016869	0.003641	0.001216	0.004857	0.088307	0.031233	0.306717	0.056877	ovary-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397352	38397612	genic|chr1:38397202-38397762	genic	4.479631	38412729	NA	0.619236	True	15247	False	0.013128	0.047268	0.046798	0.012998	0.001216	0.014213	0.063671	0.028205	0.209637	0.054266	stomach_fetal-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461437	38462575	genic|chr1:38461287-38462725	genic	14.861998	38412729	NA	0.590109	True	49277	False	0.003656	0.016936	0.016866	0.003641	0.001216	0.004857	0.072182	0.030564	0.250663	0.062561	cardiac_muscle_cell-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397328	38397679	genic|chr1:38397178-38397829	genic	8.078277	38412729	NA	0.728084	True	15225.5	False	0.013128	0.047326	0.046855	0.012998	0.001216	0.014213	0.11482	0.04178	0.378511	0.082034	iPS_DF_19.11_Cell_Line-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38396955	38397632	genic|chr1:38396805-38397782	genic	5.611458	38412729	NA	0.648118	True	15435.5	False	0.013128	0.046762	0.0463	0.012998	0.001216	0.014214	0.079763	0.033399	0.259812	0.071779	H9-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461430	38462513	genic|chr1:38461280-38462663	genic	21.063473	38412729	NA	0.615447	True	49242.5	False	0.003656	0.016946	0.016876	0.003641	0.001216	0.004857	0.102301	0.049679	0.355474	0.09556	muscle_of_leg_fetal-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397130	38397637	genic|chr1:38396980-38397787	genic	5.413085	38412729	NA	0.531408	True	15345.5	False	0.013128	0.047002	0.046536	0.012998	0.001216	0.014214	0.076941	0.03117	0.251906	0.06816	placenta-Roadmap	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397341	38397341	rs34655914	NA	CAD_Harst2017	chr1	38397270	38397900	genic|chr1:38397120-38398050	genic	4.914816	38412729	NA	0.887771	True	15144	False	0.013128	0.047549	0.047075	0.012997	0.001216	0.014213	0.069855	0.021469	0.231363	0.03733	osteoblast-ENCODE	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38397369	38397369	rs35267671	NA	CAD_Harst2017	chr1	38397349	38397721	genic|chr1:38397199-38397871	genic	8.503452	38412729	NA	0.705394	True	15194	False	0.013128	0.047412	0.04694	0.012997	0.001216	0.014213	0.120862	0.038459	0.399151	0.077869	H7	0.102227	4
CAD_Harst2017-rs61776719	INPP5B	chr1	38461821	38461821	rs67631072	NA	CAD_Harst2017	chr1	38461398	38462583	genic|chr1:38461248-38462733	genic	21.656637	38412729	NA	0.734968	True	49261.5	False	0.003656	0.01694	0.016871	0.003641	0.001216	0.004857	0.105182	0.042234	0.365362	0.084099	uterus-ENCODE	0.102227	4
