CredibleSet	Adipose	CellModels	CM	EC	Fibroblasts	HeartOrArteryTissue	Hepatocytes	K562	Mac	SMC	chr	start	end	nSNP	AnyCoding	AnyPromoter	AnySpliceSite	Trait	Source	LocusID	BestSNPPos	BestSNP	BestSNPNearestGene	CodingVariantGene	SpliceSiteVariantGene	PromoterVariantGene
CAD_Aragam2021-rs76866386	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	chr2	44066247	44081627	8	TRUE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs76866386	44066247	rs11887534	ABCG8	ABCG8	NA	ABCG8
CAD_Aragam2021-rs76959412	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	chr9	22011083	22011083	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs76959412	22011083	rs76959412	CDKN2B-AS1	NA	NA	NA
CAD_Aragam2021-rs77347777	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	chr3	52848207	52848207	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs77347777	52848207	rs77347777	ITIH4	NA	NA	NA
CAD_Aragam2021-rs77787671	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr10	104591393	104960464	117	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs77787671	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Aragam2021-rs78030362	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr19	18575193	18589943	3	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs78030362	18575193	rs78030362	ELL	NA	NA	NA
CAD_Aragam2021-rs781663	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr4	57750725	57841213	29	TRUE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs781663	57750725	rs73165969	REST	REST	NA	REST
CAD_Aragam2021-rs79598313	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr1	27180088	27284913	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs79598313	27180088	rs75460349	ZDHHC18	NA	NA	NA
CAD_Aragam2021-rs7991314	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr13	33042870	33198709	83	FALSE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs7991314	33042870	rs9591001	N4BP2L2	NA	NA	PDS5B
CAD_Aragam2021-rs8000794	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	chr13	99429734	99434810	5	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs8000794	99429734	rs9557056	DOCK9	NA	NA	NA
CAD_Aragam2021-rs8046696	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr16	75312548	75491327	239	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs8046696	75312548	rs11646044	CFDP1	NA	NA	NA
CAD_Aragam2021-rs8066695	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	chr17	76913843	76915710	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs8066695	76913843	rs8066695	TIMP2	NA	NA	NA
CAD_Aragam2021-rs8068844	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	chr17	40571284	40686342	4	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs8068844	40571284	rs8068844	PTRF	NA	NA	NA
CAD_Aragam2021-rs8108474	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr19	46219145	46338492	26	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs8108474	46219145	rs35302007	FBXO46	BHMG1;SIX5;DMWD	NA	NA
CAD_Aragam2021-rs869396	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	chr4	169687725	169690820	5	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs869396	169687725	rs7696431	PALLD	NA	NA	NA
CAD_Aragam2021-rs884811	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	chr10	99876894	100025924	34	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs884811	99876894	rs4277045	R3HCC1L	LOXL4	NA	NA
CAD_Aragam2021-rs885150	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr9	124414751	124422403	15	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs885150	124414751	rs10818578	DAB2IP	NA	NA	NA
CAD_Aragam2021-rs894211	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	chr8	19819077	19870271	71	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs894211	19819077	rs320	LPL	NA	NA	NA
CAD_Aragam2021-rs9266631	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr6	31325092	31346898	4	FALSE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs9266631	31346898	rs9266631	MICA	NA	NA	HLA-B
CAD_Aragam2021-rs9337951	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	chr10	30317073	30317073	1	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs9337951	30317073	rs9337951	KIAA1462	JCAD	NA	NA
CAD_Aragam2021-rs9361867	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	chr6	82592568	82614046	9	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs9361867	82592568	rs9361866	LINC01526	NA	NA	NA
CAD_Aragam2021-rs9469899	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr6	34595543	34831866	212	TRUE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs9469899	34595543	rs2263329	C6orf106	UHRF1BP1	NA	UHRF1BP1
CAD_Aragam2021-rs9515203	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	chr13	111049623	111049623	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs9515203	111049623	rs9515203	COL4A2	NA	NA	NA
CAD_Aragam2021-rs952227	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	chr2	227026736	227077377	14	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs952227	227026736	rs10439362	LOC646736	NA	NA	NA
CAD_Aragam2021-rs9945890	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	chr18	46515916	46528787	7	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs9945890	46515916	rs9945890	SMAD7	NA	NA	NA
CAD_Aragam2021-rs9951447	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr18	20009603	20009691	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs9951447	20009603	rs12958355	CTAGE1	NA	NA	NA
