chr	region_start	region_end	Trait	Source	CredibleSet	LeadVariant	LeadVariantPos	gene	pro_start	pro_end	TSS_position	SNP_to_TSS_distance	abs_SNP_to_TSS	rank_SNP_to_TSS	IsThisGeneUbiquitouslyExpressed	LipidLevelsAssociated	BloodPressureAssociated	IntersectsWithECPeak	OnlyIntersectsWithECPeak	CellTypeOftheClosestECPeak	EC_PeakCenter	DistanceToNearestECPeakWithVariant	absDistanceToNearestECPeakWithVariant	RankOfDistanceToECPeakWithVariant	MaxABC	MaxABC.Rank	CellTypesWithEPInteractions	MaxABC.EC.only	MaxABC.Rank.ECOnly	ECCellTypesWithEPInteractions
chr17	60392403	64392403	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11079536	rs11079536	62392403	ARHGAP27P1	62777372	62777872	62777622	385219	385219	14	FALSE	FALSE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.032273	12	CD14-positive_monocyte-ENCODE|Eahy926_Ctrl|endothelial_cell_of_umbilical_vein-Roadmap|MCF10A-Ji2017	0.020201	14	Eahy926_Ctrl|endothelial_cell_of_umbilical_vein-Roadmap
chr17	60392403	64392403	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11079536	rs11079536	62392403	ARHGAP27P1-BPTFP1-KPNA2P3	62777867	62778367	62778117	385714	385714	15	FALSE	FALSE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.032274	11	CD14-positive_monocyte-ENCODE|Eahy926_Ctrl|endothelial_cell_of_umbilical_vein-Roadmap|MCF10A-Ji2017	0.020201	14	Eahy926_Ctrl|endothelial_cell_of_umbilical_vein-Roadmap
chr17	60392403	64392403	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11079536	rs11079536	62392403	PLEKHM1P1	62833052	62833552	62833302	440899	440899	20	FALSE	FALSE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.018628	19	MCF10A-Ji2017|muscle_of_leg_fetal-ENCODE|muscle_of_leg_fetal-Roadmap|muscle_of_trunk_fetal-Roadmap	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	C17orf58	65989515	65990015	65989765	-474220	474220	8	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	KPNA2	66031467	66031967	66031717	-432268	432268	7	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	AMZ2	66243894	66244394	66244144	-219841	219841	6	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	ARSG	66255072	66255572	66255322	-208663	208663	5	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.027281	2	myotube_originated_from_skeletal_muscle_myoblast-Roadmap|myotube-ENCODE	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	SLC16A6	66287155	66287655	66287405	-176580	176580	4	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	WIPI1	66453415	66453915	66453665	-10320	10320	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.031923	1	myotube_originated_from_skeletal_muscle_myoblast-Roadmap|myotube-ENCODE	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	PRKAR1A	66508269	66508769	66508519	44534	44534	2	TRUE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.017186	3	myotube-ENCODE	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	FAM20A	66596845	66597345	66597095	133110	133110	3	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	64463985	68463985	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2909217	rs2909217	66463985	ABCA8	66951283	66951783	66951533	487548	487548	9	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	GRB2	73401539	73402039	73401789	-439496	439496	31	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	TMEM94	73452294	73452794	73452544	-388741	388741	28	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	CASKIN2	73511414	73511914	73511664	-329621	329621	27	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	TSEN54	73512358	73512858	73512608	-328677	328677	26	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	LLGL2	73521532	73522032	73521782	-319503	319503	25	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	MYO15B	73583888	73584388	73584138	-257147	257147	22	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	SMIM5	73629263	73629763	73629513	-211772	211772	18	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	SMIM6	73642395	73642895	73642645	-198640	198640	17	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	SAP30BP	73662945	73663445	73663195	-178090	178090	15	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	RECQL5	73663019	73663519	73663269	-178016	178016	14	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	ITGB4	73717157	73717657	73717407	-123878	123878	10	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	GALK1	73761030	73761530	73761280	-80005	80005	8	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	H3F3B	73775766	73776266	73776016	-65269	65269	7	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	UNK	73780669	73781169	73780919	-60366	60366	6	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	UNC13D	73840548	73841048	73840798	-487	487	1	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.378507	1	body_of_pancreas-ENCODE|breast_epithelium-ENCODE|CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016|CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016|CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016|CD14-positive_monocyte-ENCODE|CD14-positive_monocyte-Roadmap|CD4-positive_helper_T_cell-ENCODE|CD56-positive_natural_killer_cells-Roadmap|CD8-positive_alpha-beta_T_cell-ENCODE|dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|epithelial_cell_of_prostate-ENCODE|erythroblast-Corces2016|GM12878-Roadmap|HCT116-AID_ENCODE_DHS_Auxin6hr|HCT116-AID_ENCODE_DHS_untreated|HCT116-ENCODE|HeLa-S3-ENCODE|HeLa-S3-Roadmap|HT29|Karpas-422-ENCODE|large_intestine_fetal-Roadmap|LoVo|MCF-7-ENCODE|MDA-MB-231|muscle_of_trunk_fetal-ENCODE|pancreas-Roadmap|pancreatic-ductal-cell-AMP|PC-9-ENCODE|placenta-ENCODE|placenta-Roadmap|small_intestine_fetal-Roadmap|stomach-Roadmap|thyroid_gland-ENCODE|trophoblast_cell-ENCODE|U937-Engreitz	0.14627	1	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	WBP2	73851251	73851751	73851501	10216	10216	2	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.162027	2	erythroblast-Corces2016|HeLa-S3-ENCODE|HeLa-S3-Roadmap|MDA-MB-231|PC-9-ENCODE|placenta-ENCODE|U937-Engreitz	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	TRIM47	73874406	73874906	73874656	33371	33371	3	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.101234	3	MDA-MB-231	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	TRIM65	73892834	73893334	73893084	51799	51799	4	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	MRPL38	73900931	73901431	73901181	59896	59896	5	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	FBF1	73934063	73934563	73934313	93028	93028	9	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	TEN1	73975047	73975547	73975297	134012	134012	11	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	TEN1-CDK3	73975047	73975547	73975297	134012	134012	11	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	ACOX1	73975265	73975765	73975515	134230	134230	12	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	CDK3	73996736	73997236	73996986	155701	155701	13	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	EVPL	74023283	74023783	74023533	182248	182248	16	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	SRP68	74068357	74068857	74068607	227322	227322	19	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	GALR2	74070631	74071131	74070881	229596	229596	20	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	ZACN	74075012	74075512	74075262	233977	233977	21	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	EXOC7	74099618	74100118	74099868	258583	258583	23	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	FOXJ1	74137130	74137630	74137380	296095	296095	24	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	RNF157	74236140	74236640	74236390	395105	395105	29	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	UBALD2	74261035	74261535	74261285	420000	420000	30	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	71841285	75841285	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs2410859	rs2410859	73841285	QRICH2	74303511	74304011	74303761	462476	462476	32	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	DNAH17	76573226	76573726	76573476	-340367	340367	9	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	CYTH1	76778174	76778674	76778424	-135419	135419	7	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	USP36	76836359	76836859	76836609	-77234	77234	4	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	CEP295NL	76899049	76899549	76899299	-14544	14544	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	TIMP2	76921222	76921722	76921472	7629	7629	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	LGALS3BP	76975811	76976311	76976061	62218	62218	3	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	CANT1	77005649	77006149	77005899	92056	92056	5	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	C1QTNF1	77019901	77020401	77020151	106308	106308	6	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	74913843	78913843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs8066695	rs8066695	76913843	ENGASE	77070768	77071268	77071018	157175	157175	8	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	18009691	22009691	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs9951447	rs9951447	20009691	GATA6	19749147	19749647	19749397	-260294	260294	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	18009691	22009691	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs9951447	rs9951447	20009691	CTAGE1	19997628	19998128	19997878	-11813	11813	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	18009691	22009691	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs9951447	rs9951447	20009691	RBBP8	20513588	20514088	20513838	504147	504147	3	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	18009691	22009691	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs9951447	rs9951447	20009691	CABLES1	20714277	20714777	20714527	704836	704836	4	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	44515916	48515916	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs9945890	rs9945890	46515916	CTIF	46065176	46065676	46065426	-450490	450490	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	44515916	48515916	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs9945890	rs9945890	46515916	SMAD7	46476831	46477331	46477081	-38835	38835	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	0.030432	1	CD14-positive_monocyte-ENCODE|CD14-positive_monocyte-Roadmap|coronary_artery_smooth_muscle_cell-Miller2016|coronary_artery-ENCODE|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017|THP-1_monocyte-VanBortle2017	NA	NA	NA
chr18	44515916	48515916	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs9945890	rs9945890	46515916	DYM	46986829	46987329	46987079	471163	471163	3	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	0.015396	2	coronary_artery-ENCODE	NA	NA	NA
chr18	44515916	48515916	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs9945890	rs9945890	46515916	C18orf32	47013394	47013894	47013644	497728	497728	4	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	45213682	49213682	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs12965923	rs12965923	47213682	DYM	46986829	46987329	46987079	-226603	226603	7	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	45213682	49213682	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs12965923	rs12965923	47213682	C18orf32	47013394	47013894	47013644	-200038	200038	6	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	45213682	49213682	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs12965923	rs12965923	47213682	RPL17-C18orf32	47017704	47018204	47017954	-195728	195728	5	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	45213682	49213682	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs12965923	rs12965923	47213682	RPL17	47018685	47019185	47018935	-194747	194747	4	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	45213682	49213682	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs12965923	rs12965923	47213682	LIPG	47088150	47088650	47088400	-125282	125282	1	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	0.024718	1	muscle_of_leg_fetal-Roadmap|stomach_fetal-ENCODE|stomach_fetal-Roadmap	NA	NA	NA
chr18	45213682	49213682	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs12965923	rs12965923	47213682	ACAA2	47340001	47340501	47340251	126569	126569	2	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	45213682	49213682	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs12965923	rs12965923	47213682	SCARNA17	47340142	47340642	47340392	126710	126710	3	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	45213682	49213682	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs12965923	rs12965923	47213682	SNHG22	47340142	47340642	47340392	126710	126710	3	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	54960510	58960510	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11663411	rs11663411	56960510	ZNF532	56529581	56530081	56529831	-430679	430679	8	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	54960510	58960510	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11663411	rs11663411	56960510	OACYLP	56702660	56703160	56702910	-257600	257600	6	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	54960510	58960510	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11663411	rs11663411	56960510	SEC11C	56806838	56807338	56807088	-153422	153422	5	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	54960510	58960510	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11663411	rs11663411	56960510	GRP	56887149	56887649	56887399	-73111	73111	4	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	54960510	58960510	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11663411	rs11663411	56960510	RAX	56940375	56940875	56940625	-19885	19885	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	54960510	58960510	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11663411	rs11663411	56960510	CPLX4	56985631	56986131	56985881	25371	25371	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	54960510	58960510	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11663411	rs11663411	56960510	LMAN1	57026258	57026758	57026508	65998	65998	3	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	54960510	58960510	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11663411	rs11663411	56960510	CCBE1	57364394	57364894	57364644	404134	404134	7	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	55852587	59852587	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs476828	rs476828	57852587	CCBE1	57364394	57364894	57364644	-487943	487943	3	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	55852587	59852587	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs476828	rs476828	57852587	PMAIP1	57566941	57567441	57567191	-285396	285396	2	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	55852587	59852587	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs476828	rs476828	57852587	MC4R	58039751	58040251	58040001	187414	187414	1	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr18	55852587	59852587	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs476828	rs476828	57852587	CDH20	59000564	59001064	59000814	1148227	1148227	4	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	6429323	10429323	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs116843064	rs116843064	8429323	PRR36	7939076	7939576	7939326	-489997	489997	26	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	6429323	10429323	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs116843064	rs116843064	8429323	LYPLA2P2	7944867	7945367	7945117	-484206	484206	25	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	6429323	10429323	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs116843064	rs116843064	8429323	LRRC8E	7953139	7953639	7953389	-475934	475934	24	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	6429323	10429323	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs116843064	rs116843064	8429323	MAP2K7	7968414	7968914	7968664	-460659	460659	23	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	6429323	10429323	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs116843064	rs116843064	8429323	TGFBR3L	7980781	7981281	7981031	-448292	448292	22	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
